,42,Salem,Oregon,1,,,,Complete,2019,"The City of Salem, Oregon, alongside five other Oregon cities, provided testimony to the Oregon Public Utility Commission (PUC) in support of Portland General Electric (PGE)'s green tariff program, Green Future Impact. Salem Mayor Chuck Bennett testified on the city's environmental action plan, its goals and challenges, and the role that the proposed green tariff could play in achieving such goals. Since the tariff's approval, Salem has enrolled in the program along with various other local governments and businesses.",,Portland General Electric,IOU,https://edocs.puc.state.or.us/efdocs/HAO/um1690hao131534.pdf,44.944099,-123.040283,Northwest
,43,Providence ,Rhode Island,,1,,,Complete,2017,"The City of Providence frequently engages with the state to support key policies relating to renewable energy. For example, in 2017 the City submitted written testimony in support of House Bill 5536, which removed barriers to municipalities choosing the electricity supplier for their residents and businesses and enabling community choice aggregation (CCA). The bill was signed into law later that year, and the City has since supported legislation that would expand net metering options to nonprofits such as hospitals and universities.",,,,"https://legiscan.com/RI/bill/H5536/2017

https://database.aceee.org/city/renewable-energy-efforts",41.824000,-71.412800,New England (ISO-NE)
,44,Austin ,Texas,1,,,,Complete,2021,"The City of Austin's municipal utility, Austin Energy submitted public comments on a PUC wholesale electric market design docket. Austin Energy urged PUCT to put priority on modifying procurement levels of the existing dispatchable fleet and consider additional measures to improve generator performance during extreme weather events and address emerging reliability needs. The utility encouraged further discussions and recommended PUC provide incentives for resources of all types to better perform during future extreme weather events.",,Austin Energy,Municipal,http://interchange.puc.texas.gov/Documents/52373_18_1147593.PDF,30.267368,-97.736245,ERCOT
,45,Garland,Texas,1,,,,Complete,2021,The City of Garland submitted public comments on a PUC wholesale electric market design docket. The city suggested PUC consider how the market design changes and cost recovery mechanisms could facilitate banks' financing decisions on the new construction of dispatchable generation. Garland's participation brought discussions about revenue uncertainty which may prevent the city's dispatchable generation from increasing. ,,Garland Power & Light,Municipal,http://interchange.puc.texas.gov/Documents/52373_12_1147493.PDF,32.911284,-96.641763,ERCOT
,46,Houston,Texas,,,1,,Ongoing,2022-present,"The City of Houston partnered with CenterPoint Energy to develop a regional master energy plan to advance the City's transition to sustainable energy. This private-public collaboration aims to modernize infrastructure to address disruptive weather events, invest in electric vehicle infrastructure, increase renewable energy sources, and enhance training opportunities to bolster the region's sustainable energy workforce. This 10-year initiative will boost the energy transition by including the immediate, medium- and long-term reliability solutions that incorporate communities' needs in the region. ",,CenterPoint Energy,IOU,https://www.houston.org/news/city-houston-centerpoint-energy-develop-regional-master-energy-plan,29.760427,-95.369803,ERCOT
,47,Lubbock,Texas,1,,,,Complete,2021,"The City of Lubbock's municipal utility, Lubbock Power & Light (LP&L) filed public comments on a PUC wholesale electric market design. LP&L opposed a Load Serving Entity (LSE) obligation due to its experience in Southwest Power Pool (SPP) and LP&L encouraged PUC to focus on Dispatchable Energy Credits and Backstop Reliability Service. PUC's proposal included LSE and the two recommendations, and particularly addressed LP&L's concerns by excluding the transmission studies. ",,Lubbock Power & Light,Municipal,http://interchange.puc.texas.gov/Documents/52373_278_1172996.PDF,33.579624,-101.856867,ERCOT
,48,Multiple Local Governments in Texas,Texas,1,,,,Complete,2021,"6 local governments in Texas jointly filed public comments on the PUCT wholesale electric market design docket. These local governments include Dallas, El Paso, Houston, Lewisville, Plano and Travis County. The group encouraged PUCT to proritize equity as an integral compenent of any market reform and all assocaited policy and rule changes, and made five recommendations for a safe, reliable, resilient, affordable, clean, and equitable energy system. The approved blueprint for the design of the wholesale electric market addressed the first recommendation from the group: to enhance energy efficiency programs and demand response programs. ",Multiple Local Governments in Texas,,,"http://interchange.puc.texas.gov/Documents/52373_288_1173087.PDF

Approved blueprint: http://interchange.puc.texas.gov/Documents/52373_336_1180125.PDF",,,ERCOT
,49,Denton ,Texas ,1,,,,Complete,2021,"The City of Denton dba Denton Municipal Electric submitted public comments on a PUC wholesale electric market design docket. The city supported the continued development of renewable energy resources and the non-discriminatory treatment of energy produced from renewable resources as the PUC considers changes to the ERCOT wholesale market. Additionally, DME recommends economic incentives to install quick starting natural gas generation to increase reliability as market penetration of renewables increases. The city urged PUC to mandate actions within its control to address the weatherization of generation resources and infrastructure. This emphasized the common expectations for increased grid reliability among Texans.",,Denton Municipal Electric,Municipal,http://interchange.puc.texas.gov/Documents/52373_10_1147475.PDF,33.218360,-97.138373,ERCOT
,50,Park City,Utah,,1,1,,Complete,2016-2019,"Park City, Utah, worked with Rocky Mountain Power and other local communities to develop the Community Renewable Energy Act, a Utah state house bill which created a new mechanism for Utah communities to achieve net-100% clean energy. Park City worked closely with Rocky Mountain Power to conceive and plan out this new program for years before they jointly presented their solution to the Utah legislature. By the end of 2019, 20 cities and 3 counties in Utah had signed up to participate in the program.",,Rocky Mountain Power,IOU,"https://www.slc.gov/blog/2019/04/22/utah-communities-celebrate-landmark-renewable-energy-legislation/

https://www.sierraclub.org/articles/2019/12/utah-path-100-clean-energy-clear",40.646061,-111.497971,Northwest
,,Salt Lake City,Utah,,,1,,Ongoing,2016-present,"Salt Lake City, Utah, and Rocky Mountain Power (RMP) signed a city-utility partnership agreement called the Clean Energy Cooperation Statement (Cooperation Statement). The Cooperation Statement indicates how the two parties will work together to evaluate and implement projects and programs aligned with the city's clean energy goals, such as: Salt Lake City's subscription to at least 3MW of solar energy through RMP's Subscriber Solar Program; continued and further investment in energy efficiency; and collaborative development of renewable energy options for the community. As a result of this partnership agreement, the city and RMP have created a work plan, which is updated annually, and are collaborating on new and existing renewable energy programs. ",,Rocky Mountain Power,IOU,https://www.slc.gov/mayor/2016/09/19/salt-lake-city-and-rocky-mountain-power-reach-agreement-on-ambitious-clean-energy-goals-for-city/,40.758701,-111.876183,Northwest
,,Salt Lake City,Utah,,1,1,,Complete,2016-2019,"Salt Lake City, Utah, worked with Rocky Mountain Power and other local communities to develop the Community Renewable Energy Act, a Utah state house bill which created a new mechanism for Utah communities to achieve net-100% clean electricity by 2030. Salt Lake City worked closely with Rocky Mountain Power and others to conceive and plan out this new program for years before they jointly presented their solution to the Utah legislature. By the end of 2019, 20 cities and 3 counties in Utah had signed up to participate in the program.",,Rocky Mountain Power,IOU,"https://www.slc.gov/blog/2019/04/22/utah-communities-celebrate-landmark-renewable-energy-legislation/

https://www.sierraclub.org/articles/2019/12/utah-path-100-clean-energy-clear",40.758701,-111.876183,Northwest
,,Summit County,Utah,,1,1,,Complete,2016-2019,"Summit County, Utah, worked with Rocky Mountain Power and other local communities to develop the Community Renewable Energy Act, a Utah state house bill which created a new mechanism for Utah communities to achieve net-100% clean energy. Summit County worked closely with Rocky Mountain Power to conceive and plan out this new program for years before they jointly presented their solution to the Utah legislature. By the end of 2019, 20 cities and 3 counties in Utah had signed up to participate in the program.",,Rocky Mountain Power,IOU,"https://www.slc.gov/blog/2019/04/22/utah-communities-celebrate-landmark-renewable-energy-legislation/

https://www.sierraclub.org/articles/2019/12/utah-path-100-clean-energy-clear",40.8743918,-110.876285,Northwest
,,Multiple Cities (Virginia Statewide C-PACE Program),Virginia,,1,,,Ongoing,2018-present,"11 local governments in Virginia have partnered with the District of Columbia and Montgomery County, MD in the Metropolitan Washington DC region to accelerate the implementation of Commercial Property Assessed Clean Energy (C-PACE) programs and projects. Jurisdictions who have passed C-PACE ordinances or established C-PACE programs continue to educate elected leaders on the important economic development benefits of C-PACE in their communities. With the close partnership among Virginia localities, the 2020 General Assembly passed legislation allowing Virginia to offer a statewide C-PACE program, where a statewide program administrator will design and develop a standardized program that local governments can decide to join. ",Virginia Statewide C-PACE Program,,,"https://vaeec.org/pace/
https://www.pacealliance.org/",,,PJM
,,Burien,Washington,1,,,,Complete,2018,"In February 2018, the Mayor of Burien, along with the King County Executive and the Mayors of Issaquah, Kirkland, Mercer Island and Snoqualmie, filed comments to the Washington Utilities and Transportation Commission regarding Puget Sound Energy's (PSE) 2017 integrated resource plan (IRP). The letter expressed support for PSE's sustainability measures while also recommending more ambitious energy efficiency goals, expanded demand response efforts, increased use of battery storage, closer analysis of renewable options, and retirement of Colstrip Units 3 and 4.",King County-Cities Climate Collaboration (K4C),Puget Sound Energy,IOU,"Docket UE-160918

https://www.utc.wa.gov/_layouts/15/CasesPublicWebsite/GetDocument.ashx?docID=1577&year=2016&docketNumber=160918",47.470379,-122.346794,Northwest
,,Issaquah,Washington,1,,,,Complete,2018,"In February 2018, the Mayor of Issaquah, along with the King County Executive and the Mayors of Burien, Kirkland, Mercer Island and Snoqualmie, filed comments to the Washington Utilities and Transportation Commission regarding Puget Sound Energy's (PSE) 2017 integrated resource plan (IRP). The letter expressed support for PSE's sustainability measures while also recommending more ambitious energy efficiency goals, expanded demand response efforts, increased use of battery storage, closer analysis of renewable options, and retirement of Colstrip Units 3 and 4.",King County-Cities Climate Collaboration (K4C),Puget Sound Energy,IOU,"Docket UE-160918

https://www.utc.wa.gov/_layouts/15/CasesPublicWebsite/GetDocument.ashx?docID=1577&year=2016&docketNumber=160918",47.530102,-122.032616,Northwest
,,King County,Washington,1,,,,Complete,2018,"In February 2018, the King County executive, along with the Mayors of Burien, Issaquah, Kirkland, Mercer Island and Snoqualmie, filed comments to the Washington Utilities and Transportation Commission regarding Puget Sound Energy's (PSE) 2017 integrated resource plan (IRP). The letter expressed support for PSE's sustainability measures while also recommending more ambitious energy efficiency goals, expanded demand response efforts, increased use of battery storage, closer analysis of renewable options, and retirement of Colstrip Units 3 and 4.",King County-Cities Climate Collaboration (K4C),Puget Sound Energy,IOU,"Docket UE-160918

https://www.utc.wa.gov/_layouts/15/CasesPublicWebsite/GetDocument.ashx?docID=1577&year=2016&docketNumber=160918",47.548745,-122.196851,Northwest
,,Kirkland,Washington,1,,,,Complete,2018,"In February 2018, the Mayor of Kirkland, along with the King County Executive and the Mayors of Burien, Issaquah, Mercer Island and Snoqualmie, filed comments to the Washington Utilities and Transportation Commission regarding Puget Sound Energy's (PSE) 2017 integrated resource plan (IRP). The letter expressed support for PSE's sustainability measures while also recommending more ambitious energy efficiency goals, expanded demand response efforts, increased use of battery storage, closer analysis of renewable options, and retirement of Colstrip Units 3 and 4.",King County-Cities Climate Collaboration (K4C),Puget Sound Energy,IOU,"Docket UE-160918

https://www.utc.wa.gov/_layouts/15/CasesPublicWebsite/GetDocument.ashx?docID=1577&year=2016&docketNumber=160918",47.6814876,-122.2087353,Northwest
,,Mercer Island,Washington,1,,,,Complete,2018,"In February 2018, the Mayor of Mercer Island, along with the King County Executive and the Mayors of Burien, Issaquah, Kirkland and Snoqualmie, filed comments to the Washington Utilities and Transportation Commission regarding Puget Sound Energy's (PSE) 2017 integrated resource plan (IRP). The letter expressed support for PSE's sustainability measures while also recommending more ambitious energy efficiency goals, expanded demand response efforts, increased use of battery storage, closer analysis of renewable options, and retirement of Colstrip Units 3 and 4.",King County-Cities Climate Collaboration (K4C),Puget Sound Energy,IOU,"Docket UE-160918

https://www.utc.wa.gov/_layouts/15/CasesPublicWebsite/GetDocument.ashx?docID=1577&year=2016&docketNumber=160918",47.570656,-122.222069,Northwest
,,Snoqualmie,Washington,1,,,,Complete,2018,"In February 2018, the Mayor of Snoqualmie, along with the King County Executive and the Mayors of Burien, Issaquah, Kirkland and Mercer Island, filed comments to the Washington Utilities and Transportation Commission regarding Puget Sound Energy's (PSE) 2017 integrated resource plan (IRP). The letter expressed support for PSE's sustainability measures while also recommending more ambitious energy efficiency goals, expanded demand response efforts, increased use of battery storage, closer analysis of renewable options, and retirement of Colstrip Units 3 and 4.",King County-Cities Climate Collaboration (K4C),Puget Sound Energy,IOU,"Docket UE-160918

https://www.utc.wa.gov/_layouts/15/CasesPublicWebsite/GetDocument.ashx?docID=1577&year=2016&docketNumber=160918",47.5287132,-121.8253906,Northwest
,,Milwaukee,Wisconsin,1,,,,Complete,2018,"The City of Milwaukee, Wisconsin, submitted comments to the Public Service Commission of Wisconsin in support of Wisconsin Electric Power Company's (WEPCO) proposed Dedicated Renewable Energy Resource Pilot Tariff (DRER Tariff) and Solar Now Pilot Tariff. The city filed comments to support these programs and suggested amendments, including preferential treatment for local contractors, the full transfer of renewable energy certificates to customers, and the creation of a fixed lease payment option for Solar Now subscribers. WEPCO ultimately modified the Solar Now program to utilize a fixed lease payment and both programs to allow participating customers to purchase the renewable energy certificates.",,WeEnergies,IOU,6630-TE-102,43.038902,-87.906471,MISO
,,Multiple Cities (PJM Cities and Communities Coalition),,,,,1,Ongoing,2019-present,"A coalition of local governments within the PJM Interconnection, PJM Cities and Communities Coalition (PJMCCC), has formed to expand members' knowledge of wholesale electricity market issues and jointly advance decarbonization and other priorities. PJMCCC has 1) engaged PJM through a joint letter on its leadership search and through meetings with PJM staff, 2) published a policy statement on the valuation of energy storage and an op-ed on the Minimum Offer Price Rule, and 3) engaged the Federal Energy Regulatory Commission (FERC) through written and oral testimony about their Office of Public Participation with the goal of increasing engagement to underrepresented communities and prioritizing funding for environmental justice groups, frontline organizations, and tribes. PJMCCC members as of May 2022 include: Alexandria, VA; Arlington County, VA; Charlottesville, VA; Chicago, IL; Cincinnati, OH; Columbus, OH; Dayton, OH; Delaware County, PA; Newark, NJ; Philadelphia, PA; Pittsburgh, PA; Richmond, VA; and Washington, DC. ",PJM Cities and Communities Coalition,,,https://www.pjm.com/-/media/about-pjm/who-we-are/public-disclosures/20190726-pjm-cities-coalition-letter-regarding-leadership-transition-at-pjm.ashx,,,PJM
